,carat,cut,color,clarity,depth,table,length,width,height,price
35651,0.31,Premium,G,VVS2,61.5,58.0,4.34,4.31,2.66,907
5715,0.25,Very Good,E,VVS2,62.7,59.0,4.01,4.03,2.52,575
50380,0.7,Very Good,F,VS2,63.5,56.0,5.64,5.45,3.52,2250
47061,0.52,Very Good,E,VS1,63.3,58.0,5.07,5.11,3.22,1822
50464,0.72,Ideal,E,SI1,59.8,57.0,5.86,5.91,3.52,2265
30535,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,734
13498,0.7,Ideal,D,VVS2,61.3,56.0,5.72,5.76,3.52,5539
33252,0.32,Ideal,E,VS1,61.5,55.0,4.43,4.45,2.73,825
35362,0.38,Ideal,H,VS2,62.8,55.0,4.66,4.64,2.92,898
17214,1.01,Premium,G,VS1,60.9,58.0,6.47,6.43,3.93,6882
32321,0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,789
18723,1.75,Premium,I,SI1,60.8,58.0,7.83,7.79,4.75,7644
41415,0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,1226
48952,0.72,Very Good,I,VS1,64.0,56.0,5.65,5.73,3.65,2048
36180,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,930
51952,0.56,Very Good,E,VVS2,60.7,57.0,5.31,5.36,3.24,2442
51432,0.73,Very Good,D,SI2,60.3,60.0,5.82,5.89,3.53,2374
14060,0.3,Ideal,F,VS2,60.4,56.0,4.34,4.37,2.63,605
2758,0.9,Good,G,SI1,64.2,58.0,6.04,6.01,3.87,3250
13264,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5483
29271,0.31,Premium,E,SI1,63.0,59.0,4.31,4.26,2.7,698
13517,1.0,Premium,F,SI1,61.9,60.0,6.34,6.39,3.94,5544
30442,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,730
40605,0.29,Ideal,H,VS2,62.8,55.0,4.24,4.27,2.67,498
45485,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,1678
26037,0.32,Good,F,VS2,63.6,57.0,4.34,4.37,2.77,645
44503,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1600
630,0.82,Ideal,F,SI2,61.7,53.0,6.0,6.12,3.74,2841
126,0.91,Premium,H,SI1,61.4,56.0,6.09,5.97,3.7,2763
11566,1.12,Very Good,I,VS1,59.6,58.0,6.82,6.77,4.05,5036
48723,0.52,Premium,G,VVS2,61.1,59.0,5.2,5.15,3.16,2012
6311,1.13,Good,F,SI2,64.0,58.0,6.58,6.52,4.19,4025
42333,0.45,Ideal,G,VVS1,61.5,57.0,4.91,4.95,3.03,1297
51374,0.7,Good,H,VS1,63.9,58.0,5.67,5.59,3.6,2367
38226,0.4,Ideal,H,VVS1,61.4,57.0,4.74,4.81,2.93,1017
39190,0.31,Ideal,E,VVS1,61.3,56.0,4.39,4.43,2.7,1064
52677,0.76,Very Good,I,VS2,63.3,57.0,5.79,5.83,3.68,2551
1924,0.8,Ideal,F,SI1,61.0,56.0,6.05,5.98,3.67,3082
3237,0.9,Good,G,SI2,61.3,60.0,6.13,6.2,3.78,3353
48344,0.57,Ideal,H,VVS1,61.6,56.0,5.32,5.35,3.28,1961
1832,0.7,Very Good,E,VS1,61.1,55.0,5.72,5.77,3.51,3061
37492,0.35,Ideal,E,VS2,61.5,55.0,4.56,4.52,2.79,984
50219,0.7,Very Good,F,SI1,61.8,58.0,5.67,5.72,3.52,2230
41627,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,504
15205,1.01,Ideal,G,VS2,62.4,56.0,6.41,6.37,3.99,6108
47613,0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
4949,1.01,Good,G,SI1,64.3,55.0,6.34,6.31,4.07,3733
45629,0.4,Ideal,D,VVS2,61.2,56.0,4.76,4.78,2.92,1693
43094,0.61,Premium,H,SI1,59.5,62.0,5.55,5.51,3.29,1382
47957,0.55,Ideal,D,VS1,61.5,56.0,5.26,5.28,3.24,1918
936,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885
14807,1.3,Ideal,H,VS1,62.2,57.0,7.01,6.98,4.35,5962
38973,0.4,Very Good,E,VS1,62.4,54.0,4.71,4.75,2.95,1053
18327,1.51,Premium,J,VS2,63.0,57.0,7.38,7.29,4.62,7455
43375,0.5,Ideal,E,SI1,61.9,55.0,5.18,5.12,3.19,1409
39499,0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
42645,0.4,Ideal,E,VVS1,61.7,57.0,4.7,4.74,2.91,1333
12015,0.83,Ideal,E,VS1,62.2,56.0,5.99,6.03,3.74,5151
21251,1.56,Ideal,J,VS1,61.9,55.0,7.44,7.46,4.61,9404
19144,1.03,Ideal,F,VS1,61.5,56.0,6.47,6.53,4.0,7906
8365,0.9,Very Good,G,VS2,63.8,58.0,6.08,6.12,3.89,4400
23754,1.52,Ideal,H,SI1,61.3,56.0,7.39,7.44,4.54,11797
29244,0.34,Ideal,E,VS2,61.8,57.0,4.48,4.52,2.78,696
28319,0.24,Very Good,H,VVS2,60.7,58.0,4.04,4.07,2.46,432
16824,1.21,Premium,H,VS2,60.8,58.0,6.91,6.88,4.19,6710
38844,0.37,Ideal,D,VS2,61.1,56.0,4.64,4.66,2.84,1050
40875,0.5,Very Good,I,VS2,61.7,58.0,5.08,5.13,3.15,1176
21071,1.0,Very Good,F,IF,63.9,56.0,6.31,6.34,4.04,9248
42635,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1332
4220,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,3569
33535,0.35,Premium,D,VS2,62.0,58.0,4.54,4.56,2.82,829
38523,0.34,Ideal,E,VS1,61.8,57.0,4.5,4.47,2.77,1033
29122,0.4,Very Good,D,SI1,63.0,59.0,4.69,4.7,2.96,690
40172,0.38,Premium,D,VS2,58.8,61.0,4.77,4.72,2.79,1117
51275,0.72,Ideal,H,SI1,61.8,54.0,5.76,5.8,3.57,2359
52398,0.56,Ideal,G,VVS2,61.0,57.0,5.32,5.36,3.26,2510
33466,0.32,Ideal,F,VS2,61.9,56.0,4.44,4.41,2.74,828
17444,1.04,Premium,G,VS1,62.0,56.0,6.53,6.46,4.03,6996
53793,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,2730
48418,0.61,Very Good,F,VS2,59.6,61.0,5.5,5.58,3.3,1971
29193,0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,694
34440,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72,864
47582,0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,1875
3844,0.91,Premium,H,SI1,60.9,58.0,6.22,6.26,3.8,3475
19751,1.02,Ideal,G,VVS1,61.5,57.0,6.47,6.44,3.97,8317
50622,0.26,Very Good,F,SI1,61.4,56.0,4.13,4.16,2.54,401
21422,1.52,Ideal,G,SI1,60.7,57.0,7.38,7.41,4.49,9530
23172,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,11188
53253,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,2646
53441,0.7,Very Good,G,SI1,59.1,62.0,5.8,5.91,3.46,2674
2268,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3154
42693,0.54,Ideal,H,VS2,60.1,57.0,5.28,5.33,3.19,1338
37816,0.36,Very Good,G,IF,60.4,62.0,4.6,4.64,2.79,1002
4871,1.0,Very Good,G,SI2,63.1,63.0,6.33,6.23,3.96,3713
46376,0.51,Very Good,G,VVS2,62.2,56.0,5.1,5.13,3.18,1762
48449,0.55,Ideal,E,VS1,61.7,55.0,5.27,5.29,3.26,1975
22905,1.51,Very Good,G,SI1,61.5,54.0,7.35,7.42,4.54,10947
36348,0.42,Ideal,G,VVS2,62.7,57.0,4.73,4.78,2.98,938
31117,0.35,Ideal,F,VS1,62.8,54.0,4.5,4.54,2.84,754
52138,0.57,Very Good,E,VVS2,59.6,58.0,5.39,5.41,3.22,2469
11095,1.1,Premium,F,SI2,62.0,59.0,6.62,6.6,4.1,4928
21087,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,9257
3820,0.73,Ideal,E,VS2,61.7,57.0,5.75,5.78,3.55,3470
27765,0.32,Ideal,H,VS2,62.0,55.0,4.42,4.39,2.73,648
23386,0.3,Good,I,IF,63.3,57.0,4.23,4.3,2.7,631
47359,0.54,Very Good,H,VVS1,62.0,57.0,5.2,5.25,3.24,1846
40937,0.23,Very Good,E,VVS1,60.8,56.0,3.94,3.99,2.41,499
15450,1.54,Ideal,G,I1,61.6,55.0,7.4,7.43,4.57,6186
9493,1.05,Premium,H,SI1,61.9,58.0,6.45,6.5,4.01,4608
44262,0.52,Ideal,H,VS1,62.0,55.4,5.16,5.21,3.21,1575
30034,0.35,Ideal,E,VS1,61.5,57.0,4.52,4.55,2.79,718
43893,0.3,Ideal,D,SI1,62.4,54.0,4.32,4.34,2.7,508
48362,0.56,Ideal,D,VS2,61.4,55.0,5.33,5.35,3.28,1963
3017,0.9,Good,G,SI1,64.2,58.0,6.01,6.04,3.87,3307
6186,1.06,Very Good,H,SI2,62.6,60.0,6.43,6.47,4.04,3996
47286,0.3,Very Good,J,VS1,62.4,58.0,4.26,4.3,2.67,394
33820,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842
23740,1.54,Premium,F,SI1,60.9,59.0,7.46,7.56,4.57,11790
3241,1.07,Good,F,I1,64.3,59.0,6.37,6.42,4.11,3354
34643,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872
45848,0.71,Good,I,SI1,64.2,57.0,5.59,5.57,3.58,1715
765,0.92,Premium,J,SI1,62.9,58.0,6.22,6.18,3.9,2858
7745,1.07,Premium,G,SI2,59.8,60.0,6.7,6.65,3.99,4278
37389,0.55,Ideal,J,SI1,61.2,55.0,5.29,5.3,3.24,982
44114,0.53,Premium,F,VS1,61.5,61.0,5.17,5.11,3.16,1558
13934,1.06,Ideal,H,VS2,60.5,57.0,6.63,6.6,4.0,5669
29894,0.3,Premium,D,VS2,60.4,59.0,4.32,4.35,2.62,710
18706,0.27,Very Good,E,VVS2,62.0,59.0,4.14,4.18,2.58,620
11435,1.0,Very Good,D,SI1,62.8,58.0,6.35,6.39,4.0,5005
18303,1.07,Ideal,H,VS1,61.0,57.0,6.59,6.63,4.03,7440
47267,0.51,Ideal,G,VVS2,62.1,58.0,5.09,5.12,3.17,1844
9045,0.39,Very Good,H,SI2,60.4,60.0,4.74,4.8,2.88,588
10903,1.01,Ideal,H,SI1,62.1,56.0,6.38,6.47,3.99,4886
11702,0.34,Premium,G,VS2,61.1,60.0,4.51,4.53,2.76,596
18331,1.01,Ideal,E,VS1,60.4,59.0,6.52,6.5,3.93,7458
6684,1.03,Good,F,SI2,61.7,63.0,6.46,6.51,4.0,4101
34736,0.39,Very Good,D,VS1,61.7,59.0,4.64,4.69,2.88,876
3745,0.3,Very Good,F,VS1,61.0,60.0,4.3,4.22,2.6,570
16469,1.2,Very Good,G,VS2,63.3,57.0,6.69,6.64,4.22,6580
26368,0.32,Very Good,F,VS2,59.5,61.0,4.42,4.46,2.64,645
6230,1.01,Fair,G,SI1,64.2,59.0,6.31,6.28,4.04,4004
14889,1.2,Ideal,G,SI1,60.5,56.0,6.84,6.87,4.15,5996
7142,1.2,Premium,J,SI2,61.8,56.0,6.85,6.81,4.22,4177
37479,0.35,Ideal,H,IF,61.9,55.0,4.54,4.51,2.8,984
48228,0.57,Premium,E,VS2,61.4,58.0,5.37,5.32,3.28,1949
482,0.73,Good,E,SI1,63.6,57.0,5.72,5.7,3.63,2821
19308,1.03,Ideal,G,VVS2,61.6,57.0,6.51,6.48,4.0,8020
724,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,556
49664,0.62,Ideal,G,VS1,61.8,57.0,5.47,5.5,3.39,2141
8170,0.71,Very Good,D,VVS2,61.0,56.0,5.75,5.79,3.52,4363
12052,0.34,Premium,H,VS1,62.1,58.0,4.46,4.49,2.78,596
1657,0.85,Ideal,G,SI1,61.6,55.0,6.09,6.11,3.76,3023
20828,1.54,Premium,F,SI2,61.1,58.0,7.47,7.36,4.53,9055
6236,0.9,Ideal,H,VS2,62.6,57.0,6.19,6.15,3.86,4007
32452,0.32,Premium,F,VVS2,61.8,59.0,4.42,4.38,2.72,793
28512,0.4,Very Good,G,SI1,61.7,61.0,4.63,4.68,2.87,673
37559,0.31,Premium,G,IF,61.4,59.0,4.39,4.34,2.68,988
47076,0.52,Ideal,D,VS2,61.8,56.0,5.15,5.17,3.19,1822
15974,1.35,Ideal,J,SI1,62.3,57.0,7.08,7.02,4.39,6396
49440,0.74,Premium,G,SI2,62.8,57.0,5.77,5.73,3.61,2109
17700,0.32,Ideal,G,SI1,60.9,57.0,4.46,4.44,2.71,612
29439,0.32,Very Good,F,VVS2,63.8,55.0,4.33,4.39,2.78,701
4714,0.28,Very Good,E,VVS2,64.0,54.0,4.11,4.17,2.65,572
31731,0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772
21407,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,9521
12554,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
16752,1.01,Premium,E,VS1,61.2,61.0,6.41,6.33,3.9,6670
20006,1.2,Ideal,G,VS1,62.0,57.0,6.78,6.81,4.21,8545
41279,0.27,Very Good,G,VVS2,61.0,56.0,4.19,4.22,2.56,504
7587,0.91,Premium,E,SI1,62.1,58.0,6.18,6.15,3.83,4256
11750,1.01,Very Good,E,SI1,63.3,58.0,6.39,6.37,4.04,5077
15687,1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,6290
51247,0.7,Premium,D,SI2,60.5,58.0,5.8,5.74,3.49,2354
13908,1.01,Very Good,F,VS2,63.3,56.0,6.36,6.34,4.02,5662
8717,0.32,Ideal,F,SI1,61.4,54.0,4.42,4.44,2.72,586
33557,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,830
35789,0.32,Good,H,VVS1,64.3,58.0,4.33,4.28,2.77,912
42247,0.57,Ideal,H,SI1,61.8,54.0,5.35,5.37,3.31,1292
23655,1.57,Ideal,G,SI1,61.8,55.0,7.49,7.43,4.61,11702
13543,1.13,Very Good,H,VS2,61.4,61.0,6.67,6.71,4.11,5548
1835,0.71,Ideal,G,SI1,61.5,55.0,5.75,5.79,3.55,3061
44134,0.5,Very Good,E,VS2,60.2,60.0,5.13,5.17,3.1,1561
12586,1.23,Premium,D,SI2,58.9,58.0,6.99,6.97,4.11,5283
41679,0.54,Very Good,H,SI1,63.3,57.0,5.22,5.15,3.28,1240
7524,1.01,Premium,G,SI2,59.1,59.0,6.55,6.51,3.86,4242
50497,0.6,Very Good,F,VS2,60.8,56.0,5.45,5.48,3.32,2270
22844,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,10880
28576,0.3,Ideal,H,VS1,62.5,56.0,4.27,4.24,2.66,675
33354,0.41,Very Good,G,VS2,61.0,56.0,4.81,4.83,2.94,827
34915,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,880
17767,1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,7154
18097,1.2,Very Good,G,VS2,62.0,55.0,6.8,6.84,4.23,7318
39506,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1080
25033,0.34,Ideal,F,VS2,62.2,55.0,4.47,4.5,2.79,641
17128,1.23,Premium,D,SI2,62.3,58.0,6.81,6.78,4.23,6833
53152,0.71,Good,G,VS2,64.2,58.0,5.62,5.59,3.6,2623
36261,0.31,Ideal,E,VVS1,62.3,57.0,4.32,4.35,2.7,936
11183,1.12,Ideal,G,SI2,62.2,55.0,6.68,6.64,4.14,4955
30320,0.36,Very Good,G,VS1,62.9,57.0,4.56,4.6,2.88,726
5878,1.18,Premium,I,SI2,62.9,58.0,6.77,6.7,4.24,3925
37728,0.3,Ideal,F,VVS1,61.9,57.0,4.32,4.3,2.67,995
19535,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,8168
4848,0.71,Ideal,F,VS1,61.5,56.0,5.72,5.76,3.53,3710
21909,1.51,Very Good,I,VS1,60.7,60.0,7.43,7.49,4.53,9979
39782,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,1094
11450,1.01,Ideal,D,SI2,61.6,57.0,6.46,6.42,3.97,5006
31157,0.41,Ideal,E,SI1,62.6,57.0,4.72,4.73,2.96,755
3425,0.7,Ideal,G,VS1,60.6,57.0,5.73,5.79,3.5,3384
4197,1.01,Very Good,I,SI1,63.1,58.0,6.38,6.33,4.01,3563
44176,0.57,Ideal,F,VS2,61.6,56.0,5.34,5.37,3.3,1567
30808,0.3,Ideal,E,VVS2,62.0,55.0,4.3,4.34,2.68,743
34752,0.41,Ideal,H,SI1,62.6,55.0,4.79,4.77,2.99,876
46157,0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
39974,0.32,Ideal,D,VVS2,61.6,55.0,4.41,4.45,2.73,1107
42092,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1274
48741,0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21,2015
30619,0.34,Very Good,G,SI2,62.8,58.0,4.43,4.46,2.79,447
48937,0.7,Very Good,J,VS2,63.3,58.0,5.61,5.63,3.56,2044
17672,1.51,Very Good,J,SI1,60.6,57.0,7.38,7.46,4.5,7125
33655,0.41,Very Good,E,VS1,62.8,60.0,4.72,4.77,2.98,834
38095,0.36,Ideal,H,IF,61.9,57.0,4.6,4.55,2.83,1013
14085,1.24,Ideal,I,SI1,61.3,56.0,6.9,6.93,4.24,5714
37958,0.41,Premium,G,VVS2,61.4,58.0,4.75,4.8,2.93,1007
40313,0.4,Premium,E,VS1,60.5,61.0,4.74,4.72,2.86,1125
41167,0.38,Premium,F,VVS1,61.6,58.0,4.63,4.66,2.86,1200
3456,0.78,Ideal,D,SI1,62.2,55.0,5.92,5.95,3.69,3389
47339,0.23,Very Good,E,VVS1,62.1,58.0,3.9,3.93,2.43,530
6914,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4137
33869,0.3,Ideal,E,VS2,62.0,56.0,4.34,4.31,2.68,844
17544,1.01,Good,F,VVS2,63.6,60.0,6.36,6.31,4.03,7059
41657,0.5,Ideal,D,SI2,62.4,56.0,5.06,5.1,3.17,1239
4314,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3595
9942,1.01,Ideal,H,SI2,61.1,56.0,6.44,6.48,3.95,4693
34837,0.3,Premium,G,VVS2,60.8,58.0,4.38,4.34,2.65,878
44842,0.56,Ideal,H,VS2,61.3,56.0,5.32,5.27,3.25,1625
45101,0.5,Ideal,H,VVS1,61.9,54.0,5.13,5.14,3.18,1648
39774,0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,1094
3289,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,3364
14071,1.04,Good,D,SI1,63.7,58.0,6.43,6.39,4.08,5708
41507,0.57,Very Good,F,SI2,60.1,56.0,5.4,5.42,3.25,1235
19566,1.52,Very Good,H,SI2,62.7,57.0,7.32,7.36,4.6,8194
16641,1.04,Good,F,VS1,63.9,55.0,6.49,6.4,4.12,6653
38466,0.32,Ideal,D,VVS2,61.2,56.0,4.43,4.39,2.7,1030
20437,1.51,Ideal,G,SI2,60.8,57.0,7.44,7.39,4.51,8794
35206,0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,891
27785,0.41,Premium,H,SI2,60.9,60.0,4.84,4.81,2.94,649
7646,1.03,Ideal,F,SI2,62.3,56.0,6.51,6.43,4.03,4268
37369,0.4,Ideal,G,VVS2,62.4,56.0,4.72,4.74,2.95,982
43703,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1436
8538,0.91,Ideal,E,SI1,60.8,57.0,6.27,6.29,3.82,4429
52995,0.73,Ideal,I,VS1,61.6,55.0,5.77,5.79,3.56,2596
8730,1.18,Premium,J,SI1,62.5,55.0,6.82,6.74,4.24,4460
34666,0.31,Premium,E,VS2,61.7,58.0,4.34,4.31,2.67,872
13301,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5494
43668,0.56,Ideal,F,SI1,62.3,55.0,5.27,5.32,3.3,1436
46172,0.5,Ideal,E,VS2,62.2,55.0,5.09,5.07,3.16,1746
52185,0.72,Very Good,G,VS2,63.3,57.0,5.71,5.67,3.6,2477
39695,0.4,Good,E,VVS1,59.4,61.0,4.8,4.83,2.86,1088
43004,0.52,Very Good,G,VS2,63.0,55.0,5.13,5.16,3.24,1369
39729,0.35,Ideal,E,VS1,61.9,56.0,4.55,4.53,2.81,1091
26347,0.32,Very Good,F,VS2,61.1,58.0,4.39,4.42,2.69,645
49168,0.62,Ideal,F,VS1,62.3,56.0,5.43,5.46,3.39,2073
40496,0.42,Ideal,F,VVS2,61.7,57.0,4.78,4.81,2.96,1142
16806,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6702
31432,0.3,Ideal,H,IF,61.2,56.0,4.36,4.37,2.67,764
19889,1.2,Good,G,VS1,63.4,56.0,6.7,6.74,4.26,8442
12353,1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229
38611,0.31,Premium,J,VS2,62.3,60.0,4.34,4.29,2.69,488
13624,1.11,Very Good,J,VS1,59.9,56.0,6.8,6.77,4.07,5576
18157,1.46,Very Good,J,VS2,59.7,59.0,7.36,7.39,4.4,7358
2011,0.71,Ideal,E,VS2,62.2,56.0,5.7,5.75,3.56,3103
19242,1.09,Ideal,E,VS2,62.4,55.0,6.55,6.6,4.1,7978
47722,0.52,Ideal,E,VS2,61.7,56.0,5.16,5.21,3.2,1888
39376,0.52,Ideal,I,SI1,61.8,55.0,5.16,5.19,3.2,1074
7047,1.03,Ideal,I,SI2,62.3,59.0,6.39,6.45,4.0,4162
53178,0.71,Ideal,E,VS2,61.8,57.0,5.7,5.73,3.53,2630
45353,0.55,Premium,E,VS2,59.1,62.0,5.37,5.32,3.16,1664
51330,0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,2362
34637,0.31,Premium,E,VS2,60.0,59.0,4.39,4.35,2.62,872
16488,1.2,Ideal,H,SI1,61.9,54.0,6.83,6.9,4.25,6588
28359,0.4,Ideal,I,VS2,62.3,54.0,4.74,4.77,2.96,667
4048,1.03,Ideal,I,SI2,59.8,56.0,6.64,6.58,3.95,3530
46125,0.51,Ideal,F,VS1,61.7,54.0,5.14,5.17,3.18,1744
18584,1.09,Very Good,G,VVS2,59.8,61.0,6.64,6.7,3.99,7583
6648,0.9,Very Good,E,SI1,63.1,61.0,6.18,6.14,3.89,4092
16229,0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488
6174,0.9,Very Good,F,SI1,63.4,62.0,6.05,6.0,3.82,3992
7634,1.0,Good,E,SI2,63.7,61.0,6.27,6.2,3.97,4265
43780,0.47,Ideal,G,VVS1,61.3,56.0,5.03,5.05,3.09,1441
17504,1.21,Ideal,I,VS1,61.8,56.0,6.83,6.87,4.23,7037
36199,0.42,Ideal,E,SI1,61.8,56.0,4.8,4.84,2.98,931
20168,1.03,Premium,D,VVS2,61.7,59.0,6.48,6.43,3.98,8623
21031,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,625
45695,0.54,Very Good,G,VS1,63.6,56.0,5.17,5.24,3.31,1698
50675,0.7,Ideal,I,SI1,61.0,57.0,5.71,5.74,3.5,2287
8472,1.01,Premium,F,SI2,62.6,60.0,6.35,6.37,3.98,4416
8240,1.07,Ideal,F,SI2,61.9,55.0,6.53,6.58,4.06,4374
53181,0.74,Ideal,I,VS1,60.7,56.0,5.86,5.9,3.57,2631
53323,0.78,Ideal,I,VS2,61.2,58.0,5.88,5.92,3.61,2652
28136,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81,664
21775,1.05,Ideal,E,VVS2,61.3,56.0,6.55,6.59,4.03,9843
23406,1.21,Premium,E,VVS2,61.9,58.0,6.84,6.79,4.22,11395
1636,0.9,Ideal,H,SI2,62.8,55.0,6.18,6.11,3.86,3016
5087,1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.89,3752
17713,0.41,Ideal,J,VS2,61.7,55.0,4.8,4.82,2.97,613
48823,0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,2028
52527,0.72,Very Good,I,VVS2,62.5,56.0,5.7,5.72,3.57,2530
29147,0.4,Ideal,I,SI1,61.2,55.0,4.77,4.8,2.93,692
37928,0.3,Very Good,H,SI2,63.2,55.0,4.29,4.26,2.7,485
21639,1.63,Good,I,SI1,63.7,58.0,7.48,7.4,4.74,9730
52936,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2592
53060,0.72,Very Good,E,SI1,63.1,60.0,5.65,5.7,3.58,2608
31038,0.34,Ideal,D,VS1,60.7,57.0,4.51,4.55,2.75,749
2166,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3131
3869,1.13,Premium,H,I1,62.7,59.0,6.58,6.63,4.14,3480
51495,0.7,Fair,F,VS1,64.5,57.0,5.65,5.58,3.62,2381
31332,0.36,Ideal,F,VS2,61.0,56.0,4.61,4.64,2.82,759
2335,0.74,Ideal,F,VS1,62.3,56.0,5.79,5.76,3.6,3170
29497,0.32,Premium,E,VS2,61.0,59.0,4.44,4.45,2.71,702
39413,0.41,Ideal,F,VS1,62.0,56.0,4.81,4.77,2.97,1076
22860,1.76,Ideal,G,SI1,62.1,56.0,7.69,7.77,4.8,10896
14405,1.2,Good,I,VS1,61.7,62.0,6.65,6.74,4.13,5818
48029,0.71,Premium,I,VS2,59.7,60.0,5.83,5.86,3.49,1923
19352,0.3,Ideal,E,VS2,62.2,57.0,4.26,4.32,2.67,622
31271,0.32,Very Good,E,SI2,62.7,57.0,4.34,4.37,2.73,449
48579,0.54,Premium,D,VS2,60.6,58.0,5.3,5.26,3.2,1993
51805,0.75,Premium,G,SI1,60.4,58.0,5.88,5.84,3.54,2415
16531,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,6606
1431,0.77,Ideal,D,SI2,60.6,56.0,5.9,5.95,3.59,2973
903,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2877
48907,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2041
20116,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8582
32176,0.39,Very Good,H,VS1,61.7,57.0,4.65,4.68,2.88,787
35819,0.31,Ideal,F,IF,61.0,56.0,4.39,4.43,2.69,914
50832,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,2310
39447,0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25,1077
37945,0.36,Premium,I,SI1,60.4,60.0,4.58,4.62,2.78,486
29308,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,438
22377,0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71,628
45052,0.52,Very Good,G,VS1,63.8,58.0,5.06,5.09,3.24,1641
40679,0.5,Premium,E,SI1,62.4,58.0,5.06,5.01,3.14,1155
18280,1.26,Ideal,H,VS2,61.7,56.0,6.95,6.89,4.27,7424
53276,0.71,Ideal,G,SI1,61.6,56.0,5.73,5.76,3.54,2649
34520,0.33,Premium,G,VVS1,62.1,58.0,4.4,4.43,2.74,868
22752,1.12,Ideal,E,VVS2,60.6,57.0,6.77,6.66,4.07,10769
